id,name,lat,lng,time
97,Derek Weaver,51.50019,-0.15982,12
81,Crystal Mueller,51.50826,-0.14976,12
85,Kellie Nelson,51.50918,-0.15513,12
85,Kellie Nelson,51.50918,-0.15513,12
68,Ricky Gonzalez,51.51678,-0.13202,12
87,Ryan Lambert,51.50555,-0.13751,12
87,Ryan Lambert,51.50555,-0.13751,12
81,Crystal Mueller,51.50826,-0.14976,12
68,Ricky Gonzalez,51.51678,-0.13202,12
97,Derek Weaver,51.50019,-0.15982,12
62,Bridget Jones,51.50284,-0.13474,12
62,Bridget Jones,51.50284,-0.13474,12
61,Shannon Payne,51.49581,-0.16525,12
60,Rachel Edwards,51.4985,-0.14063,12
61,Shannon Payne,51.49581,-0.16525,12
60,Rachel Edwards,51.4985,-0.14063,12
30,Courtney Wilkins,51.49419,-0.13676,13
72,Sarah Young,51.51484,-0.15171,13
12,Michael Hudson,51.509,-0.13037,13
46,Sarah Cooper,51.51058,-0.14733,13
38,Megan Delacruz,51.50038,-0.14329,13
74,Jeffrey Bautista,51.49904,-0.14326,13
74,Jeffrey Bautista,51.49904,-0.14326,13
4,Anthony Price,51.51045,-0.12419,13
91,Scott Allen,51.50272,-0.13509,13
46,Sarah Cooper,51.51058,-0.14733,13
1,Ashley Cole,51.501,-0.1255,13
78,Joshua Campos,51.49746,-0.15661,13
78,Joshua Campos,51.49746,-0.15661,13
34,Jeanette Robertson,51.50116,-0.14412,13
34,Jeanette Robertson,51.50116,-0.14412,13
35,Juan Chang,51.51094,-0.14382,13
91,Scott Allen,51.50272,-0.13509,13
72,Sarah Young,51.51484,-0.15171,13
35,Juan Chang,51.51094,-0.14382,13
30,Courtney Wilkins,51.49419,-0.13676,13
1,Ashley Cole,51.501,-0.1255,13
4,Anthony Price,51.51045,-0.12419,13
15,Joseph Ford,51.51547,-0.14806,13
15,Joseph Ford,51.51547,-0.14806,13
38,Megan Delacruz,51.50038,-0.14329,13
12,Michael Hudson,51.509,-0.13037,13
50,Darren Grant,51.49254,-0.13891,14
83,William Baker,51.50038,-0.14329,14
52,Daniel Harper,51.49353,-0.15879,14
88,Jason Bailey,51.51064,-0.12107,14
88,Jason Bailey,51.51064,-0.12107,14
79,Stephen Riley,51.49709,-0.16365,14
10,Robert Daniel,51.49903,-0.138,14
79,Stephen Riley,51.49709,-0.16365,14
47,Brian Moran,51.49884,-0.14338,14
18,Susan Ashley,51.50038,-0.14329,14
50,Darren Grant,51.49254,-0.13891,14
10,Robert Daniel,51.49903,-0.138,14
47,Brian Moran,51.49884,-0.14338,14
22,Jason Floyd,51.51622,-0.14965,14
18,Susan Ashley,51.50038,-0.14329,14
70,Lisa Sutton DDS,51.49459,-0.15826,14
52,Daniel Harper,51.49353,-0.15879,14
22,Jason Floyd,51.51622,-0.14965,14
70,Lisa Sutton DDS,51.49459,-0.15826,14
83,William Baker,51.50038,-0.14329,14
55,Samantha Harrington,51.49864,-0.14054,15
98,Victoria Jenkins,51.49884,-0.14338,15
54,Sarah Wilson,51.51714,-0.14142,15
54,Sarah Wilson,51.51714,-0.14142,15
5,Erik Lambert,51.4981,-0.14391,15
2,Nicole Pham,51.49818,-0.13834,15
94,Cynthia Steele,51.49846,-0.14022,15
5,Erik Lambert,51.4981,-0.14391,15
55,Samantha Harrington,51.49864,-0.14054,15
27,Kelly Mueller,51.50168,-0.16254,15
27,Kelly Mueller,51.50168,-0.16254,15
89,Riley Lewis,51.50038,-0.14329,15
89,Riley Lewis,51.50038,-0.14329,15
96,Brandon Navarro,51.50038,-0.14329,15
2,Nicole Pham,51.49818,-0.13834,15
90,Joshua Stanley,51.49251,-0.15117,15
90,Joshua Stanley,51.49251,-0.15117,15
96,Brandon Navarro,51.50038,-0.14329,15
94,Cynthia Steele,51.49846,-0.14022,15
80,Oscar Gates,51.49184,-0.13677,15
43,Derek Tucker,51.49484,-0.12808,15
44,Erik Miller,51.49189,-0.12564,15
14,Wendy Moore,51.49796,-0.15503,15
44,Erik Miller,51.49189,-0.12564,15
64,Kelly Turner,51.50528,-0.14994,15
64,Kelly Turner,51.50528,-0.14994,15
14,Wendy Moore,51.49796,-0.15503,15
43,Derek Tucker,51.49484,-0.12808,15
41,Wanda Evans,51.49499,-0.14704,15
23,Robert Moore,51.49251,-0.15117,15
98,Victoria Jenkins,51.49884,-0.14338,15
80,Oscar Gates,51.49184,-0.13677,15
41,Wanda Evans,51.49499,-0.14704,15
40,Rickey Ward,51.48764,-0.12323,15
23,Robert Moore,51.49251,-0.15117,15
9,Mary Miller,51.49741,-0.13616,15
40,Rickey Ward,51.48764,-0.12323,15
20,James Page,51.50478,-0.1574,15
9,Mary Miller,51.49741,-0.13616,15
67,Hannah Yates,51.50305,-0.15257,15
67,Hannah Yates,51.50305,-0.15257,15
20,James Page,51.50478,-0.1574,15
49,Danielle Peterson,51.49025,-0.15688,16
49,Danielle Peterson,51.49025,-0.15688,16
65,Tammy Frank,51.49681,-0.14033,16
29,Benjamin Johnson,51.49118,-0.1375,16
29,Benjamin Johnson,51.49118,-0.1375,16
71,Jessica Mason,51.49853,-0.1353,16
84,Jonathan Anderson,51.49683,-0.1678,16
53,Hailey Pierce,51.49416,-0.15815,16
45,Ronald Sanchez,51.49832,-0.13141,16
45,Ronald Sanchez,51.49832,-0.13141,16
11,Mary Rhodes,51.50272,-0.13509,16
84,Jonathan Anderson,51.49683,-0.1678,16
76,Thomas Morgan,51.49884,-0.13932,16
11,Mary Rhodes,51.50272,-0.13509,16
76,Thomas Morgan,51.49884,-0.13932,16
77,Michael Baxter,51.49884,-0.13932,16
53,Hailey Pierce,51.49416,-0.15815,16
82,Joseph Wood,51.50678,-0.13373,16
24,Brenda Harper,51.49683,-0.14183,16
82,Joseph Wood,51.50678,-0.13373,16
24,Brenda Harper,51.49683,-0.14183,16
71,Jessica Mason,51.49853,-0.1353,16
65,Tammy Frank,51.49681,-0.14033,16
77,Michael Baxter,51.49884,-0.13932,16
86,Cynthia Johnson,51.49393,-0.16444,17
33,David Moore,51.49925,-0.13868,17
66,Ryan Richmond,51.49419,-0.13676,17
57,Richard Schultz,51.50272,-0.13509,17
66,Ryan Richmond,51.49419,-0.13676,17
7,Rhonda Smith,51.49666,-0.14424,17
8,Shane Love,51.49996,-0.14883,17
33,David Moore,51.49925,-0.13868,17
86,Cynthia Johnson,51.49393,-0.16444,17
59,Julia Walker,51.50781,-0.13493,17
7,Rhonda Smith,51.49666,-0.14424,17
0,Daniel Johnson,51.50024,-0.15939,17
37,Kerri Johnson,51.49746,-0.15661,17
57,Richard Schultz,51.50272,-0.13509,17
0,Daniel Johnson,51.50024,-0.15939,17
75,Jason Valdez,51.50626,-0.14424,17
42,Carlos Ellis,51.49925,-0.13868,17
8,Shane Love,51.49996,-0.14883,17
42,Carlos Ellis,51.49925,-0.13868,17
37,Kerri Johnson,51.49746,-0.15661,17
75,Jason Valdez,51.50626,-0.14424,17
59,Julia Walker,51.50781,-0.13493,17
17,Jill Holloway,51.50127,-0.12933,18
56,Katherine Lopez,51.49893,-0.14964,18
93,Monica Mitchell,51.49797,-0.11825,18
6,Pamela Jones,51.49899,-0.14098,18
17,Jill Holloway,51.50127,-0.12933,18
16,Eduardo Crosby,51.50019,-0.15982,18
16,Eduardo Crosby,51.50019,-0.15982,18
93,Monica Mitchell,51.49797,-0.11825,18
6,Pamela Jones,51.49899,-0.14098,18
56,Katherine Lopez,51.49893,-0.14964,18
21,Jeremy Morgan,51.50077,-0.11984,19
21,Jeremy Morgan,51.50077,-0.11984,19
3,Kimberly Townsend,51.49884,-0.13932,20
51,Amy Thompson,51.48818,-0.14591,20
36,John Barnes,51.50095,-0.13387,20
36,John Barnes,51.50095,-0.13387,20
51,Amy Thompson,51.48818,-0.14591,20
3,Kimberly Townsend,51.49884,-0.13932,20
28,Melissa Zimmerman,51.49854,-0.14008,21
28,Melissa Zimmerman,51.49854,-0.14008,21
63,Matthew Pugh,51.50452,-0.15598,22
26,William Davis,51.49303,-0.12057,22
92,Douglas Morrison,51.51625,-0.13478,22
73,Belinda Martin,51.50543,-0.13739,22
63,Matthew Pugh,51.50452,-0.15598,22
73,Belinda Martin,51.50543,-0.13739,22
58,Tracy Hart,51.50998,-0.15628,22
31,Sylvia Miller,51.50396,-0.14894,22
31,Sylvia Miller,51.50396,-0.14894,22
26,William Davis,51.49303,-0.12057,22
48,Brandon Morgan,51.50452,-0.15598,22
92,Douglas Morrison,51.51625,-0.13478,22
58,Tracy Hart,51.50998,-0.15628,22
48,Brandon Morgan,51.50452,-0.15598,22
81,Crystal Mueller,51.50819,-0.14972,23
69,Richard Phelps,51.50988,-0.12081,23
81,Crystal Mueller,51.50819,-0.14972,23
87,Ryan Lambert,51.50543,-0.13739,23
60,Rachel Edwards,51.49855,-0.14081,23
87,Ryan Lambert,51.50543,-0.13739,23
60,Rachel Edwards,51.49855,-0.14081,23
69,Richard Phelps,51.50988,-0.12081,23
61,Shannon Payne,51.49604,-0.16485,23
61,Shannon Payne,51.49604,-0.16485,23
85,Kellie Nelson,51.50896,-0.15485,24
97,Derek Weaver,51.50044,-0.15991,24
62,Bridget Jones,51.50293,-0.13452,24
62,Bridget Jones,51.50293,-0.13452,24
85,Kellie Nelson,51.50896,-0.15485,24
68,Ricky Gonzalez,51.51666,-0.13253,24
68,Ricky Gonzalez,51.51666,-0.13253,24
97,Derek Weaver,51.50044,-0.15991,24
91,Scott Allen,51.50269,-0.13518,25
30,Courtney Wilkins,51.49421,-0.13681,25
91,Scott Allen,51.50269,-0.13518,25
78,Joshua Campos,51.49751,-0.15599,25
30,Courtney Wilkins,51.49421,-0.13681,25
78,Joshua Campos,51.49751,-0.15599,25
46,Sarah Cooper,51.51044,-0.14726,25
46,Sarah Cooper,51.51044,-0.14726,25
4,Anthony Price,51.5104,-0.12414,25
4,Anthony Price,51.5104,-0.12414,25
72,Sarah Young,51.51456,-0.15157,26
1,Ashley Cole,51.50101,-0.12594,26
12,Michael Hudson,51.50882,-0.13025,26
74,Jeffrey Bautista,51.49913,-0.1432,26
15,Joseph Ford,51.51545,-0.14809,26
38,Megan Delacruz,51.50031,-0.14322,26
1,Ashley Cole,51.50101,-0.12594,26
34,Jeanette Robertson,51.50114,-0.14423,26
35,Juan Chang,51.51089,-0.14394,26
72,Sarah Young,51.51456,-0.15157,26
12,Michael Hudson,51.50882,-0.13025,26
74,Jeffrey Bautista,51.49913,-0.1432,26
35,Juan Chang,51.51089,-0.14394,26
15,Joseph Ford,51.51545,-0.14809,26
38,Megan Delacruz,51.50031,-0.14322,26
34,Jeanette Robertson,51.50114,-0.14423,26
88,Jason Bailey,51.51053,-0.12141,27
52,Daniel Harper,51.49361,-0.15881,27
50,Darren Grant,51.49302,-0.13936,27
88,Jason Bailey,51.51053,-0.12141,27
52,Daniel Harper,51.49361,-0.15881,27
50,Darren Grant,51.49302,-0.13936,27
47,Brian Moran,51.49847,-0.14362,28
79,Stephen Riley,51.49707,-0.16359,28
83,William Baker,51.50031,-0.14322,28
83,William Baker,51.50031,-0.14322,28
70,Lisa Sutton DDS,51.49582,-0.15862,28
70,Lisa Sutton DDS,51.49582,-0.15862,28
10,Robert Daniel,51.49912,-0.13788,28
22,Jason Floyd,51.51617,-0.14964,28
10,Robert Daniel,51.49912,-0.13788,28
79,Stephen Riley,51.49707,-0.16359,28
22,Jason Floyd,51.51617,-0.14964,28
47,Brian Moran,51.49847,-0.14362,28
18,Susan Ashley,51.50031,-0.14322,28
18,Susan Ashley,51.50031,-0.14322,28
96,Brandon Navarro,51.50031,-0.14322,29
54,Sarah Wilson,51.51667,-0.14119,29
14,Wendy Moore,51.49766,-0.15459,29
67,Hannah Yates,51.50301,-0.15255,29
96,Brandon Navarro,51.50031,-0.14322,29
41,Wanda Evans,51.49516,-0.14692,29
43,Derek Tucker,51.49491,-0.12809,29
67,Hannah Yates,51.50301,-0.15255,29
98,Victoria Jenkins,51.49847,-0.14362,29
44,Erik Miller,51.49181,-0.12568,29
55,Samantha Harrington,51.4985,-0.14063,29
5,Erik Lambert,51.49813,-0.14402,29
89,Riley Lewis,51.50031,-0.14322,29
94,Cynthia Steele,51.49854,-0.14008,29
94,Cynthia Steele,51.49854,-0.14008,29
41,Wanda Evans,51.49516,-0.14692,29
43,Derek Tucker,51.49491,-0.12809,29
44,Erik Miller,51.49181,-0.12568,29
89,Riley Lewis,51.50031,-0.14322,29
55,Samantha Harrington,51.4985,-0.14063,29
5,Erik Lambert,51.49813,-0.14402,29
98,Victoria Jenkins,51.49847,-0.14362,29
14,Wendy Moore,51.49766,-0.15459,29
40,Rickey Ward,51.48757,-0.1233,29
54,Sarah Wilson,51.51667,-0.14119,29
40,Rickey Ward,51.48757,-0.1233,29
23,Robert Moore,51.4926,-0.15107,30
20,James Page,51.50452,-0.15598,30
39,Elizabeth King,51.50237,-0.11961,30
80,Oscar Gates,51.49186,-0.13674,30
90,Joshua Stanley,51.4926,-0.15107,30
39,Elizabeth King,51.50237,-0.11961,30
20,James Page,51.50452,-0.15598,30
90,Joshua Stanley,51.4926,-0.15107,30
9,Mary Miller,51.49736,-0.13654,30
27,Kelly Mueller,51.50169,-0.16234,30
27,Kelly Mueller,51.50169,-0.16234,30
64,Kelly Turner,51.5053,-0.14987,30
9,Mary Miller,51.49736,-0.13654,30
80,Oscar Gates,51.49186,-0.13674,30
2,Nicole Pham,51.49824,-0.13818,30
23,Robert Moore,51.4926,-0.15107,30
2,Nicole Pham,51.49824,-0.13818,30
64,Kelly Turner,51.5053,-0.14987,30
49,Danielle Peterson,51.49007,-0.15657,31
71,Jessica Mason,51.49847,-0.13529,31
77,Michael Baxter,51.499,-0.13898,31
45,Ronald Sanchez,51.49831,-0.13147,31
71,Jessica Mason,51.49847,-0.13529,31
84,Jonathan Anderson,51.49684,-0.16782,31
49,Danielle Peterson,51.49007,-0.15657,31
24,Brenda Harper,51.49672,-0.1417,31
45,Ronald Sanchez,51.49831,-0.13147,31
24,Brenda Harper,51.49672,-0.1417,31
84,Jonathan Anderson,51.49684,-0.16782,31
77,Michael Baxter,51.499,-0.13898,31
11,Mary Rhodes,51.50269,-0.13518,32
29,Benjamin Johnson,51.49112,-0.13757,32
28,Melissa Zimmerman,51.49846,-0.14022,32
82,Joseph Wood,51.50673,-0.13389,32
53,Hailey Pierce,51.49388,-0.15806,32
29,Benjamin Johnson,51.49112,-0.13757,32
76,Thomas Morgan,51.499,-0.13898,32
53,Hailey Pierce,51.49388,-0.15806,32
28,Melissa Zimmerman,51.49846,-0.14022,32
65,Tammy Frank,51.49757,-0.14114,32
82,Joseph Wood,51.50673,-0.13389,32
58,Tracy Hart,51.5101,-0.15642,32
26,William Davis,51.49301,-0.12053,32
76,Thomas Morgan,51.499,-0.13898,32
26,William Davis,51.49301,-0.12053,32
11,Mary Rhodes,51.50269,-0.13518,32
65,Tammy Frank,51.49757,-0.14114,32
58,Tracy Hart,51.5101,-0.15642,32
86,Cynthia Johnson,51.49316,-0.16332,33
66,Ryan Richmond,51.49421,-0.13681,33
37,Kerri Johnson,51.49751,-0.15599,33
92,Douglas Morrison,51.51608,-0.13465,33
63,Matthew Pugh,51.5045,-0.15587,33
33,David Moore,51.49932,-0.13891,33
86,Cynthia Johnson,51.49316,-0.16332,33
7,Rhonda Smith,51.49668,-0.14447,33
33,David Moore,51.49932,-0.13891,33
59,Julia Walker,51.50747,-0.1346,33
75,Jason Valdez,51.50616,-0.14408,33
75,Jason Valdez,51.50616,-0.14408,33
0,Daniel Johnson,51.50031,-0.15876,33
59,Julia Walker,51.50747,-0.1346,33
73,Belinda Martin,51.50541,-0.13735,33
31,Sylvia Miller,51.50391,-0.14889,33
31,Sylvia Miller,51.50391,-0.14889,33
48,Brandon Morgan,51.5045,-0.15587,33
37,Kerri Johnson,51.49751,-0.15599,33
42,Carlos Ellis,51.49932,-0.13891,33
73,Belinda Martin,51.50541,-0.13735,33
63,Matthew Pugh,51.5045,-0.15587,33
42,Carlos Ellis,51.49932,-0.13891,33
7,Rhonda Smith,51.49668,-0.14447,33
92,Douglas Morrison,51.51608,-0.13465,33
0,Daniel Johnson,51.50031,-0.15876,33
57,Richard Schultz,51.50269,-0.13518,33
66,Ryan Richmond,51.49421,-0.13681,33
48,Brandon Morgan,51.5045,-0.15587,33
57,Richard Schultz,51.50269,-0.13518,33
61,Shannon Payne,51.49609,-0.16475,34
8,Shane Love,51.49997,-0.14876,34
8,Shane Love,51.49997,-0.14876,34
69,Richard Phelps,51.51022,-0.12121,34
69,Richard Phelps,51.51022,-0.12121,34
81,Crystal Mueller,51.50813,-0.14968,34
60,Rachel Edwards,51.49859,-0.14098,34
81,Crystal Mueller,51.50813,-0.14968,34
61,Shannon Payne,51.49609,-0.16475,34
60,Rachel Edwards,51.49859,-0.14098,34
85,Kellie Nelson,51.50849,-0.15434,35
62,Bridget Jones,51.50295,-0.13449,35
17,Jill Holloway,51.50129,-0.12957,35
68,Ricky Gonzalez,51.51666,-0.13254,35
87,Ryan Lambert,51.50541,-0.13735,35
97,Derek Weaver,51.50117,-0.16012,35
62,Bridget Jones,51.50295,-0.13449,35
16,Eduardo Crosby,51.49921,-0.15957,35
68,Ricky Gonzalez,51.51666,-0.13254,35
87,Ryan Lambert,51.50541,-0.13735,35
85,Kellie Nelson,51.50849,-0.15434,35
97,Derek Weaver,51.50117,-0.16012,35
16,Eduardo Crosby,51.49921,-0.15957,35
17,Jill Holloway,51.50129,-0.12957,35
93,Monica Mitchell,51.49818,-0.11785,36
6,Pamela Jones,51.49886,-0.14105,36
56,Katherine Lopez,51.49926,-0.14911,36
93,Monica Mitchell,51.49818,-0.11785,36
56,Katherine Lopez,51.49926,-0.14911,36
6,Pamela Jones,51.49886,-0.14105,36
21,Jeremy Morgan,51.50077,-0.11991,37
46,Sarah Cooper,51.51041,-0.14725,37
78,Joshua Campos,51.49751,-0.15559,37
91,Scott Allen,51.5026,-0.13539,37
46,Sarah Cooper,51.51041,-0.14725,37
91,Scott Allen,51.5026,-0.13539,37
78,Joshua Campos,51.49751,-0.15559,37
4,Anthony Price,51.51036,-0.1241,37
4,Anthony Price,51.51036,-0.1241,37
30,Courtney Wilkins,51.49425,-0.13677,37
